age,is_premium_user,total_visits,avg_session_time,pages_per_session,total_spent,avg_order_value,discount_used,support_tickets,refund_requested,delivery_delay_days,satisfaction_score,nps_score,marketing_spend_per_user,last_3_month_purchase_freq,spend_per_visit,total_time_spent,gender_Female,gender_Male,city_Berlin,city_Delhi,city_Dhaka,city_Hamburg,city_London,city_Mumbai,city_New York,device_type_Desktop,device_type_Mobile,device_type_Tablet,subscription_type_Annual,subscription_type_Monthly,churn_probability,segment,high_risk,segment_label
29.0,0,20,10.0815093650231,2.33948687120105,419.019948498292,71.2132333477975,0,1,0,2,5.0,1,10.35,8,20.95099637736478,201.630187300462,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0.027720384,0,0,Critical Risk
36.0,1,8,14.0580811809016,3.73408300747914,305.351068251885,44.6833417402681,1,2,0,1,5.0,9,28.41,3,38.16887876037578,112.4646494472128,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.035097912,3,0,High Risk
32.0,0,20,8.51702799097434,4.40474343492695,427.795301694896,84.4168117506565,0,3,0,4,2.0,0,20.73,12,21.3897640152566,170.3405598194868,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.8388824,3,1,High Risk
24.0,0,21,6.11636746674811,4.98849998567219,767.016067274879,70.1837732815605,1,3,0,5,5.0,1,27.21,0,36.52457289287172,128.4437168017103,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0.019181443,1,0,Moderate Risk
36.0,0,14,6.34855010394328,2.80025370867924,554.843325910219,58.2942827626861,1,3,0,2,3.0,10,25.57,5,39.63166330561113,88.87970145520592,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.059140723,3,0,High Risk
25.0,0,14,7.82478817996293,4.26075619056401,503.500189484721,67.8235825117648,0,3,0,1,5.0,9,18.27,8,35.96429668003031,109.54703451948102,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.045757905,3,0,High Risk
36.0,1,15,10.4937033815669,5.35599082386139,871.929192745088,53.3811748244585,1,1,0,1,4.0,10,5.92,3,58.12860897443194,157.40555072350352,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0.07007499,0,0,Critical Risk
34.0,0,14,11.8338795529127,4.7120268316822,345.149531368749,77.173126192716,1,3,0,3,4.0,5,20.59,3,24.653536193943776,165.6743137407778,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.20819135,3,0,High Risk
52.0,1,13,8.62200182918569,6.34730449697042,659.660224241438,36.1479309642787,1,4,0,2,3.0,10,11.16,9,50.74309026910367,112.08602377941396,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.020676998,0,0,Critical Risk
40.0,0,19,8.9865657002654,5.1833224854594,570.905719014427,81.3683261660615,1,0,0,4,4.0,2,10.32,3,30.04766784035574,170.7447483050426,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.59514517,2,1,Low Risk
36.0,0,22,7.04799286667408,2.9150836730488,895.381532323645,29.0815443625897,0,1,0,3,4.0,3,26.66,14,40.699158710203925,155.05584306682977,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0.079731874,2,0,Low Risk
22.0,0,14,8.82382321995121,3.81907441436285,516.294695452028,105.654137791776,0,0,0,3,4.0,8,14.64,10,36.878189898131296,123.53352507931695,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.1107431,3,0,High Risk
36.0,0,11,7.76142120318915,4.82861587917089,842.508226626773,93.5206606462861,1,1,0,1,4.0,6,16.39,3,76.591650003193,85.37563323508066,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0.13633114,2,0,Low Risk
26.0,0,17,8.34966313511505,6.60934139490722,24.8881955760076,46.0715981155103,0,2,0,2,3.0,8,8.93,8,1.4640114183527164,141.94427329695583,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.7865605,1,1,Moderate Risk
36.0,0,10,5.8064463866188,3.41363905491192,483.475637414385,16.4474287279742,1,3,0,4,5.0,3,27.16,7,48.347558906682615,58.06446386618801,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.01983064,3,0,High Risk
48.0,0,15,6.43529758555797,2.00985255838338,322.091278607029,23.0317016254172,0,1,0,4,3.0,5,28.92,10,21.472750475618568,96.52946378336955,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.024321442,1,0,Moderate Risk
42.0,1,14,10.6381412540543,4.98983487306243,819.470562199278,63.837599722656,1,0,0,2,3.0,2,7.9,2,58.53360740469076,148.9339775567602,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.020665497,2,0,Low Risk
40.0,0,14,3.85124788192459,5.21942244805466,464.790560210557,66.9112654597463,0,1,0,4,5.0,7,18.09,6,33.19932335794526,53.91747034694426,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.022832097,1,0,Moderate Risk
29.0,0,12,8.76411994737363,3.63813547555888,201.182865310597,76.2366873280002,0,2,0,1,5.0,0,11.46,11,16.765237378779972,105.16943936848355,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.18497656,1,0,Moderate Risk
39.0,0,17,9.95597123379758,4.5092249764988,498.84385906874195,39.0560515267137,1,1,0,3,5.0,8,28.15,11,29.343754689705133,169.25151097455887,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.028400924,1,0,Moderate Risk
28.0,0,15,6.13801567938198,2.52855668231401,297.092377662387,44.9574149223209,0,2,0,5,3.0,8,18.33,4,19.80615719041532,92.0702351907297,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.060560767,3,0,High Risk
36.0,0,14,4.70625016225764,3.81089858333292,144.893447694419,75.2990893033798,1,2,0,1,4.0,9,29.87,1,10.349531238920555,65.88750227160696,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.80292046,1,1,Moderate Risk
26.0,0,19,4.14175044855221,5.42951627214466,675.64866698782,48.7293446537926,0,1,0,2,3.0,10,16.77,7,35.56045428565083,78.69325852249199,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0.017480632,2,0,Low Risk
50.0,0,11,8.01884926501139,3.68532703982551,498.84385906874195,41.7391838349173,1,0,0,3,3.0,3,18.14,4,45.349437610845854,88.20734191512528,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0.018664408,3,0,High Risk
19.0,1,25,11.0045896730472,1.32803867126913,397.040717392901,54.6300937918442,1,0,0,5,4.0,1,12.46,12,15.881628060450916,114.63152526432,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0.8708156,1,1,Moderate Risk
47.0,1,19,10.5837616785706,1.95519899878745,454.367183319251,82.6536201809062,1,0,0,3,5.0,1,27.08,9,23.91406102132579,201.09147189284138,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0.017030336,0,0,Critical Risk
35.0,0,25,15.2010698362877,4.03905031630307,586.400794363587,70.9573002607435,1,2,0,3,4.0,2,14.72,7,23.456030836302247,114.63152526432,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.71366584,2,1,Low Risk
30.0,0,16,10.2370289226028,3.45282689704419,858.126095310607,84.6727904276537,0,2,0,4,4.0,4,11.09,9,53.63287760485808,163.7924627616448,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.29513758,2,0,Low Risk
37.0,0,12,5.33982306949731,3.08030228132796,292.362616307809,70.4135756145952,1,0,0,5,5.0,5,15.32,7,24.363549328688308,64.07787683396772,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0.025695395,0,0,Critical Risk
36.0,0,16,4.97754300941478,4.68426540283432,431.794833694983,80.897149020115,1,0,0,5,4.0,10,19.34,11,26.987175419237975,79.64068815063648,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.29024795,1,0,Moderate Risk
49.0,0,21,8.36774915207464,5.63902958853107,498.84385906874195,53.0106051307858,0,1,0,6,3.0,4,6.17,4,23.75446834829874,175.72273219356745,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.039691232,0,0,Critical Risk
38.0,0,15,4.15764488170825,1.26442756711842,261.654451325017,57.7996332231026,1,2,0,3,5.0,3,22.72,8,17.443628925425873,62.36467322562375,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.10209,2,0,Low Risk
26.0,0,12,4.13328452653351,3.08595904503423,564.496472100751,32.9345373967237,0,0,0,5,4.0,8,26.85,11,47.04136875494852,49.59941431840212,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.13318619,1,0,Moderate Risk
36.0,0,23,5.8562568653807,2.17127043206287,498.84385906874195,73.8903407715352,0,3,0,6,3.0,10,26.91,0,21.688862494777368,134.6939079037561,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.050753355,2,0,Low Risk
53.0,1,8,8.18680482465673,3.48323371227603,596.013464309568,74.7859770706409,1,0,0,1,3.0,2,20.81,4,74.50167372598679,65.49443859725385,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.01856845,0,0,Critical Risk
48.0,0,12,6.08804399310693,4.91523238540868,534.159006165494,43.588034782733,0,1,0,1,4.0,3,25.64,2,44.51324680435394,73.05652791728316,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0.17431468,3,0,High Risk
44.0,0,14,8.58506847162775,3.93775185903661,367.441424685573,53.2120855715751,1,0,0,5,5.0,2,11.29,8,26.24581417426849,120.1909586027885,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.016792558,2,0,Low Risk
43.0,0,19,6.8971811951459,2.61758869052558,719.311055893199,54.8472501512341,0,1,0,6,4.0,4,24.57,1,37.858474633406544,131.04644270777212,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.14882329,0,0,Critical Risk
42.0,0,19,2.8325080369724,4.86568660141858,160.329466267043,33.7442526257764,0,1,0,7,3.0,3,28.23,6,8.438392517297393,53.8176527024756,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.76973194,3,1,High Risk
47.0,0,12,11.688085388237,3.42685594068553,703.844829120207,76.0677522154797,1,4,0,2,3.0,3,10.98,8,58.653730872206346,140.25702465884402,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.03427901,2,0,Low Risk
30.0,1,18,11.1694583263078,3.87867280260565,64.792741986567,90.6692569863305,0,0,0,2,4.0,7,20.62,9,3.599596577053912,201.0502498735404,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0.6539333,1,1,Moderate Risk
21.0,0,20,13.059034939886,4.42109299186821,446.703004738069,36.6396812714517,1,2,0,5,2.0,9,9.65,10,22.335149120145992,261.18069879772,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.36387664,0,0,Critical Risk
36.0,1,18,10.247288068279,5.30004462933316,861.217621685548,93.4942663745553,0,1,0,7,4.0,6,14.98,10,47.845420768895956,184.451185229022,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.10152577,1,0,Moderate Risk
27.0,1,8,8.04742187397854,3.55614247353,914.367228748065,78.2201963180111,0,2,0,2,4.0,7,13.46,13,33.41357207859495,64.37937499182831,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.09145237,0,0,Critical Risk
36.0,0,12,7.19423840273769,6.78738021187634,790.931303880449,96.785419268041,1,3,0,2,5.0,2,25.63,11,65.91093649745939,86.33086083285228,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0.029216442,1,0,Moderate Risk
28.0,0,14,11.2001447691103,3.65939040497747,664.503593275058,24.4424460465176,0,2,0,4,3.0,5,25.25,5,47.46453898646565,156.80202676754422,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.036867924,1,0,Moderate Risk
36.0,0,18,7.78056306167211,0.539483814816098,542.974938709422,21.9145898506489,1,2,0,1,5.0,4,29.6,11,30.16527269689718,140.05013511009798,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.055948988,3,0,High Risk
36.0,0,10,9.5852055780499,2.83351917765706,247.918637048187,74.5036195499734,1,5,0,0,3.0,9,7.86,4,24.79186122563258,95.852055780499,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.9010564,1,1,Moderate Risk
39.0,0,19,6.16327153200332,3.84550199161629,876.237678199869,69.676795565993,1,3,0,5,3.0,1,20.53,3,46.11777010958415,117.10215910806308,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.034416623,3,0,High Risk
23.0,0,13,9.22644244982876,5.11990491605879,597.712708970182,55.0919107857219,0,1,0,2,2.0,1,27.23,14,45.977897153252684,119.94375184777388,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0.8827142,1,1,Moderate Risk
36.0,0,13,10.1418062470873,6.28451580510078,498.84385906874195,65.3620883934424,1,1,0,3,3.0,7,20.76,7,33.41357207859495,131.84348121213492,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.06532663,0,0,Critical Risk
27.0,0,14,9.38164708043242,4.52871734874505,617.376633869409,89.3635534744477,1,1,0,6,3.0,5,13.15,2,44.09832784079152,131.3430591260539,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0.036982447,0,0,Critical Risk
49.0,0,9,7.50736480732315,4.3041770753468,986.643343124989,56.2179819047211,1,4,0,7,5.0,8,13.66,3,33.41357207859495,67.56628326590834,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.014821494,2,0,Low Risk
38.0,0,17,7.0860899816808,4.11389429704875,787.919258382901,52.0671314184243,1,2,0,2,3.0,6,15.73,14,46.348188943218354,120.4635296885736,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0.036981817,3,0,High Risk
41.0,1,12,10.6173498563147,5.28723694258522,544.795728447172,52.4758181365213,1,3,0,0,5.0,1,26.85,5,45.39964025396098,127.4081982757764,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.040143423,0,0,Critical Risk
42.0,1,17,9.18436211753237,5.16556585101039,785.797094025289,27.784458957215,1,4,0,5,2.0,5,18.18,3,46.22335575305489,156.1341559980503,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.55774236,2,1,Low Risk
29.0,1,19,7.84304260353203,1.78794599742537,496.893096184464,38.8694980416086,1,1,0,1,4.0,5,26.37,12,26.15226684379985,149.01780946710858,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.21180658,3,0,High Risk
49.0,0,12,10.8266737402251,1.35316617014409,455.383926229456,67.763925316065,1,1,0,5,2.0,1,19.7,14,37.94865735673322,129.9200848827012,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.8809763,3,1,High Risk
29.0,0,14,5.01833962957646,4.29698907772261,663.746615748416,64.5723401924754,0,1,0,1,4.0,2,19.53,12,47.41046916699621,70.25675481407045,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0.2687919,2,0,Low Risk
49.0,0,20,3.70673388700042,3.46371917486137,770.818971524431,66.54227959339,0,2,0,4,5.0,7,22.67,14,38.54094664917422,74.1346777400084,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0.017234942,0,0,Critical Risk
39.0,0,11,13.031335130796,3.19445252871759,311.100532180464,69.2906716559464,0,1,0,5,4.0,4,20.51,13,28.28186399078182,143.344686438756,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0.5176089,2,1,Low Risk
36.0,1,9,2.9580422483482,4.78119643022959,558.779585219889,51.2876754852031,0,2,0,2,5.0,4,17.72,11,62.086613681475036,26.6223802351338,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.020793613,3,0,High Risk
36.0,0,14,11.4634793299051,4.77318911775586,168.243107063187,62.4305068267985,1,5,0,2,5.0,6,8.94,10,12.017363931844507,160.4887106186714,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.9296272,2,1,Low Risk
36.0,0,15,10.8635389930437,3.37985165698224,490.647302386365,90.2425525776686,1,0,0,1,5.0,7,24.7,2,32.70981797843647,162.9530848956555,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.016704837,0,0,Critical Risk
47.0,1,12,10.8163185547791,2.50028001768873,369.192683715205,82.9635288613742,0,2,0,5,2.0,4,17.98,1,30.76605441242922,129.7958226573492,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.9310179,0,1,Critical Risk
35.0,0,12,9.52850007845808,0.813270911780336,469.452347072418,27.0454469080657,1,6,0,2,4.0,3,12.48,9,39.12102566261603,114.34200094149696,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.7608869,3,1,High Risk
36.0,1,19,8.84410941831461,1.73157023729457,242.190590844,73.8802949352074,1,3,0,4,4.0,10,13.24,3,12.746872531427762,168.03807894797757,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0.2864441,2,0,Low Risk
39.0,1,20,7.15087148370155,4.32449002061532,136.112546618383,67.0417155592702,0,1,0,3,3.0,7,29.86,14,6.8056269906377995,143.017429674031,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.5996025,3,1,High Risk
30.0,0,16,11.1468198111828,5.16801393556138,841.991214009368,106.810683669896,1,2,0,2,3.0,5,5.42,2,52.62444758655752,178.3491169789248,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0.025628436,1,0,Moderate Risk
20.0,0,20,6.87608662238964,5.60623333807183,888.847897342488,82.8859772637332,1,2,0,1,4.0,7,27.55,2,44.442392645004766,137.5217324477928,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.13201904,0,0,Critical Risk
52.0,0,17,3.22439093528229,2.68350236396232,417.168596259925,86.9270866079585,0,1,0,6,3.0,6,23.16,8,24.539327748270424,54.814645899798926,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.025820516,2,0,Low Risk
36.0,1,11,6.47433859024758,5.53477686540165,51.8750258321264,82.6227205511665,1,0,0,3,4.0,9,22.5,12,4.715911010565035,71.21772449272338,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.38900852,3,0,High Risk
32.0,0,18,6.54657007872406,3.05749769470278,317.827923419015,11.1445914973815,1,3,0,2,4.0,5,14.89,11,17.657105875661617,117.83826141703308,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0.15938726,3,0,High Risk
36.0,1,10,9.95011558832465,3.66804072020737,564.860538437085,38.5542136339928,0,4,0,3,4.0,3,13.09,9,56.486048195103685,99.5011558832465,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.22157805,3,0,High Risk
20.0,0,11,9.01525818992382,5.84272031713127,967.224106721747,29.3549525450161,1,3,0,4,4.0,8,23.76,1,87.92945625384462,99.16784008916201,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0.052518148,2,0,Low Risk
22.0,0,19,2.66349631127773,4.10291262851303,163.956187362726,64.8498386528126,1,2,0,1,5.0,5,5.59,14,8.629272564918603,50.60642991427687,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.77405417,0,1,Critical Risk
48.0,0,18,1.51322395426564,3.66872162871591,262.352604713941,65.98942969718,0,2,0,3,5.0,10,7.22,10,14.575143896599839,27.238031176781522,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.031080123,1,0,Moderate Risk
30.0,0,21,9.13841396016914,3.83904128121307,173.644178220858,80.2683370202722,0,2,0,6,4.0,5,20.84,3,8.268769997718476,191.90669316355195,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.91088176,3,1,High Risk
35.0,0,21,3.94413407110567,3.51587919566172,498.84385906874195,57.8022955105169,0,3,0,1,4.0,4,10.95,10,23.75446834829874,82.82681549321907,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.1466435,3,0,High Risk
36.0,0,12,9.37601508804852,5.00376163194859,391.843524136218,74.4620040363234,0,1,0,2,4.0,9,23.77,7,32.65362429021614,112.51218105658225,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0.41510582,2,0,Low Risk
22.0,0,17,5.60980560431797,2.2732632364793,35.458512825196,35.7271506314741,0,2,0,1,3.0,7,12.94,14,2.0857947493765443,95.36669527340548,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.82078725,1,1,Moderate Risk
41.0,0,14,4.18662796138127,4.632080122633,427.178991539111,64.3115599967085,1,0,0,6,3.0,3,24.76,11,30.512782930452005,58.612791459337785,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.022457922,1,0,Moderate Risk
39.0,0,9,14.3896711500594,1.65225215035813,430.126400252263,88.0101196391395,0,2,0,2,5.0,5,15.86,13,47.791816940049564,129.5070403505346,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0.015671099,1,0,Moderate Risk
53.0,1,15,7.12002126605375,7.47152371722122,598.913354858379,86.474853044529,1,1,0,3,2.0,4,26.65,3,39.92755432872165,106.80031899080625,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.5811712,0,1,Critical Risk
48.0,0,15,10.7362790082097,5.67986677654619,498.84385906874195,76.8695614020651,0,2,0,4,3.0,6,18.56,0,33.25625505416579,161.0441851231455,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0.037695605,2,0,Low Risk
33.0,1,17,1.19925054052758,4.6550589256481,192.228265528174,78.6085404231247,1,1,0,1,4.0,2,21.37,9,11.307544365919389,20.38725918896886,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0.6191949,3,1,High Risk
40.0,1,14,8.92360608222406,4.32489799054928,288.703447995049,78.3842793631502,0,1,0,2,4.0,2,29.25,14,20.621673383812542,124.93048515113684,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0.20668349,0,0,Critical Risk
32.0,0,11,4.4903164496505,2.62198799392102,307.21457763787,42.5952001260766,0,4,0,4,5.0,1,14.5,6,27.92859542811587,49.3934809461555,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0.021774115,3,0,High Risk
56.0,0,14,10.4477426419068,5.47055747701916,579.073505228312,56.2962291139972,1,2,0,4,4.0,1,13.02,9,41.36239027613727,146.2683969866952,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0.24636576,3,0,High Risk
46.0,1,12,5.92263486441225,4.88493440133788,97.3549241621772,73.824677761339,0,5,0,2,4.0,3,15.64,3,8.112909670772295,71.071618372947,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.90287244,1,1,Moderate Risk
37.0,1,14,4.47390107226843,0.553589605219707,39.9957516040165,21.5721033007227,1,0,0,2,5.0,1,29.73,14,2.85683919622695,62.63461501175802,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0.94329125,1,1,Moderate Risk
36.0,0,16,4.36871207777209,4.66948803396167,1118.02911101888,57.9773168083985,0,2,0,3,5.0,7,15.38,4,69.87681507137906,69.89939324435343,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.015659105,1,0,Moderate Risk
49.0,0,18,9.85629900472194,4.877753249234,580.003578036392,32.7842626071095,1,1,0,2,2.0,7,24.05,7,32.22241921188738,177.4133820849949,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.87529415,0,1,Critical Risk
41.0,0,14,3.26661355353274,4.42203556344038,531.216255891873,67.1513131563525,1,0,0,3,5.0,10,18.45,2,37.9440155677041,45.73258974945836,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.01828248,0,0,Critical Risk
51.0,0,7,5.47782861576932,2.37221109537093,167.793569465568,40.085703448354,0,2,0,4,3.0,5,15.55,5,23.970506499294498,38.34480031038524,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0.48102134,2,0,Low Risk
36.0,0,15,11.0505288172632,0.888953203274553,591.915733769249,46.4402543712924,1,3,0,3,4.0,4,17.11,11,39.46104628721351,165.757932258948,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.108562894,2,0,Low Risk
40.0,0,18,9.56174004937507,5.49748194013591,553.020293245817,68.2380215369621,0,0,0,6,3.0,0,22.75,13,30.72334791791495,172.11132088875127,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0.016462099,3,0,High Risk
30.0,1,20,11.6561627095057,1.90955250830266,781.423819130455,96.9393597818352,1,2,0,4,3.0,10,20.29,0,39.071189002963294,233.123254190114,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0.019573955,2,0,Low Risk
36.0,0,13,7.32693927122884,3.58921236898304,656.14791290854,66.8989714810162,0,1,0,2,3.0,1,19.93,2,50.47291249504827,95.25021052597492,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0.046762098,2,0,Low Risk
36.0,0,18,12.5884417668766,3.09266998067903,801.309122730515,5.93707808139249,1,3,0,5,4.0,6,22.1,3,44.51717101185244,226.5919518037788,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.0593541,2,0,Low Risk
35.0,0,18,6.62384066867673,4.80256705907446,648.314765226942,76.4911267408238,1,4,0,5,4.0,2,25.9,5,36.01748495608094,119.22913203618114,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0.24266778,3,0,High Risk
50.0,0,11,10.4358530698254,1.51972794202388,219.589650220471,25.0633597382423,1,4,0,1,4.0,0,18.32,14,19.96269365979794,114.7943837680794,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.111418575,1,0,Moderate Risk
53.0,0,14,6.12926357704603,1.06670096402406,488.298302704768,41.6079211051318,0,1,0,0,4.0,7,13.36,7,34.87844770188002,85.80969007864442,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.16868673,3,0,High Risk
36.0,0,19,4.73911224038286,6.09888015043077,398.912505068302,69.0242916480978,1,4,0,4,4.0,1,16.95,2,20.995393898574108,90.04313256727434,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0.3102402,3,0,High Risk
36.0,0,15,7.25108459353728,2.30820721452837,801.509128283645,60.4869535373539,0,5,0,1,4.0,0,14.41,6,53.43393832331378,108.7662689030592,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0.65126985,3,1,High Risk
35.0,0,16,8.64273355165073,4.41381341511716,716.798836851089,56.4115918902347,0,2,0,3,3.0,4,16.55,5,44.79992450319778,138.28373682641168,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0.22309723,2,0,Low Risk
33.0,0,10,2.74166086844579,4.30608356557563,674.853638965461,63.673749792002,1,1,0,1,5.0,8,24.32,7,67.48535714801038,27.4166086844579,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0.015467675,0,0,Critical Risk
44.0,0,16,8.8066497291682,2.25983737067506,742.872616728606,59.3260469276419,0,1,0,2,4.0,10,15.68,13,46.42953564369189,140.9063956666912,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0.22504036,0,0,Critical Risk
31.0,1,14,6.31478908180021,5.14788072098435,479.092505723801,82.0033717886769,1,0,0,1,4.0,6,27.52,10,34.220890821636445,88.40704714520294,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0.33876953,3,0,High Risk
36.0,0,16,9.82193168892711,6.48232159646452,498.84385906874195,64.8681493750021,0,4,0,5,4.0,7,7.99,1,31.177739243187666,157.15090702283376,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0.15872566,0,0,Critical Risk
49.0,0,23,7.35492427078985,3.36278369618669,667.721621848548,117.731869626357,1,0,0,3,4.0,10,10.78,1,29.03137360074671,169.16325822816654,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.046274696,1,0,Moderate Risk
35.0,1,19,9.75968463354878,3.6102357482761,464.323081566086,45.9511335208881,1,2,0,6,3.0,3,28.33,5,24.438055638317387,185.43400803742682,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0.046889786,1,0,Moderate Risk
18.0,0,13,9.44540785487487,3.84353658081888,498.84385906874195,15.7805068307494,1,1,0,2,5.0,3,15.24,10,38.372601592010795,122.79030211337331,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.01712977,2,0,Low Risk
36.0,1,26,8.50053912161542,5.15126806182356,383.957728043556,64.529065968918,0,4,0,1,4.0,8,7.72,5,14.767604356767372,221.01401716200093,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.21099335,2,0,Low Risk
28.0,0,19,7.54064237988007,4.34035828173352,688.313907956899,76.819195238538,1,4,0,4,2.0,4,28.81,14,36.22704588051858,143.27220521772134,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0.49167255,1,0,Moderate Risk
